pid,AUC,AUC_old,fitbit_steps_intraday_rapids_stdsteps,fitbit_heartrate_intraday_rapids_modehr,phone_locations_doryab_avgspeed,phone_screen_rapids_sumdurationunlock,fitbit_heartrate_intraday_rapids_stdhr,fitbit_steps_intraday_rapids_minsteps,phone_wifi_visible_rapids_countscansmostuniquedevice,phone_screen_rapids_countepisodeunlock,fitbit_steps_intraday_rapids_mindurationactivebout,phone_locations_doryab_numberofsignificantplaces,phone_wifi_visible_rapids_uniquedevices,phone_locations_doryab_maxlengthstayatclusters,fitbit_steps_intraday_rapids_sumsteps,fitbit_heartrate_intraday_rapids_avghr,phone_screen_rapids_firstuseafter00unlock,phone_locations_doryab_homelabel,phone_battery_rapids_countdischarge,phone_battery_rapids_sumdurationdischarge,phone_battery_rapids_sumdurationcharge,phone_locations_doryab_loglocationvariance,phone_locations_doryab_totaldistance,phone_screen_rapids_mindurationunlock,fitbit_heartrate_intraday_rapids_minutesonfatburnzone,phone_locations_doryab_locationvariance,phone_battery_rapids_maxconsumptionrate,fitbit_heartrate_intraday_rapids_minhr,fitbit_steps_intraday_rapids_avgdurationactivebout,fitbit_steps_intraday_rapids_maxdurationactivebout,phone_locations_doryab_radiusgyration,phone_locations_doryab_locationentropy,fitbit_heartrate_intraday_rapids_entropyhr,fitbit_heartrate_intraday_rapids_maxhr,phone_locations_doryab_movingtostaticratio,phone_locations_doryab_avglengthstayatclusters,phone_screen_rapids_maxdurationunlock,phone_locations_doryab_timeattop3location,phone_locations_doryab_minlengthstayatclusters,phone_wifi_visible_rapids_countscans,fitbit_steps_intraday_rapids_countepisodesedentarybout,fitbit_steps_intraday_rapids_stddurationsedentarybout,fitbit_heartrate_intraday_rapids_minutesoncardiozone,fitbit_heartrate_intraday_rapids_medianhr,fitbit_heartrate_intraday_rapids_diffminmodehr,fitbit_heartrate_intraday_rapids_minutesonoutofrangezone,fitbit_heartrate_intraday_rapids_diffmaxmodehr,phone_battery_rapids_countcharge,fitbit_steps_intraday_rapids_maxsteps,fitbit_steps_intraday_rapids_avgsteps,phone_locations_doryab_timeattop1location,phone_locations_doryab_timeattop2location,phone_screen_rapids_avgdurationunlock,phone_locations_doryab_stdlengthstayatclusters,phone_locations_doryab_numberlocationtransitions,fitbit_steps_intraday_rapids_countepisodeactivebout,fitbit_heartrate_intraday_rapids_minutesonpeakzone,phone_battery_rapids_avgconsumptionrate,fitbit_steps_intraday_rapids_maxdurationsedentarybout,fitbit_steps_intraday_rapids_sumdurationactivebout,phone_locations_doryab_normalizedlocationentropy,fitbit_steps_intraday_rapids_sumdurationsedentarybout,fitbit_steps_intraday_rapids_mindurationsedentarybout,fitbit_steps_intraday_rapids_avgdurationsedentarybout,Precision,F1,Recall
p324,0.732103102,0.832929303,-0.20915933,-0.412186354,-0.314027071,-0.022560434,-0.229437798,-0.000562007,-0.287333965,-0.011710704,-0.062666811,-0.000851535,-0.436106741,-0.267032564,-0.452382237,-0.156548604,-0.273187965,0,-0.020421516,-0.18875742,-0.04266433,-0.146205246,-0.114479527,-0.049320452,-0.084061272,-3.65E-05,-0.528214872,-0.123053528,-0.186630368,-0.121556833,-0.008949212,-0.009157277,-0.171277031,-0.054163001,-0.262663692,-0.001633539,-0.048385445,-0.049263757,-0.00825657,-0.263933271,-0.003894915,-0.154208586,0,-0.128327549,-0.114911459,-0.000914942,-0.060869873,-0.001790932,-0.148127958,0,-0.132597342,2.79E-05,-0.051390413,-0.084662274,-0.000961753,-0.01889397,0,-0.190690145,-0.012693459,-0.037063416,-0.006833042,-0.010065616,-0.005624495,-0.024916425,0.083333333,0.048780488,0.034482759
p325,0.509548313,0.618067467,-0.299778163,-0.132783651,-0.320520461,-0.110274948,-0.066306517,0,-0.00194727,-0.000181075,-0.038066514,0,-0.09976308,-0.374481708,-0.223641187,-0.077083811,-0.12818262,0,-6.32E-05,-0.122293822,0,-0.351123631,-0.232395723,-0.436019838,-0.005819194,0,-0.094646335,-0.054213528,-0.129660979,-0.110579424,0,0,-0.763795912,-0.153734609,-0.181812406,-0.000112306,-0.002101593,-0.033114657,0,-0.075272486,-0.430105805,-0.316401094,0,-0.237791792,-0.035247542,3.49E-05,-0.205242172,0,-0.154729947,0,-0.045636248,-0.340874821,-0.004293254,0,-3.74E-06,-0.001233896,0,0,-0.048927791,-0.003683439,0,-0.002896684,-0.016191633,-0.063984044,0,0,0
p330,0.657545455,0.637181818,-0.039162785,-0.167895451,-0.688892603,-0.053188998,-0.087054722,0,-0.073277354,-0.043719489,-0.011103518,-0.009416669,-0.021215653,-0.534924507,-0.102764115,-0.26494959,-0.381973892,0,-0.019532064,-0.018457495,-0.094358653,-0.155493513,-0.100836948,-0.030913807,-0.036575239,-0.300111115,-0.116227962,-0.144882753,-0.241170481,-0.033254173,-0.00198519,-0.008026334,-0.190451995,-0.137372956,-0.154700518,-0.024904458,-0.022928545,3.35E-05,0.004220703,-0.000760487,-0.018756624,-0.094120696,1.15E-05,-0.084137231,-0.126108482,-0.046071548,-0.202121884,3.55E-05,-0.042721994,0,-0.225226492,-0.416892558,-0.112937763,0.001557023,-0.001574689,-0.027884768,0,0,-0.003961836,-0.003566178,0,-0.036466643,-0.004716154,-0.022563815,0.5,0.324324324,0.24
p331,0.731851852,0.713450292,-0.190217093,-0.601415336,-0.378433824,-0.12867935,-0.295172423,-0.000173361,-0.037654936,0.000425094,-0.118255943,-0.000151293,-0.015516974,-0.136619508,0.037379596,-0.082333647,-0.737569392,0,-0.01987374,-0.141201079,0.00228607,-0.17331557,-0.162363306,-0.023948357,-0.003643876,-0.085484698,-0.07374233,-0.415185422,-0.004539519,0.021203097,-1.78E-05,-1.06E-05,-0.536029339,-0.152757913,-0.101032332,-0.006357018,-0.086986557,-0.13883549,4.85E-06,-0.002118484,0.00209478,-0.013201176,0,-0.114424452,-0.063439079,-0.002790082,-0.244363323,0,-0.40087083,0,-0.190663993,0,-0.090348393,-2.02E-05,1.99E-05,-0.002057333,0,0,-0.001177951,-0.000946699,0,5.36E-05,0.000672885,-0.062641889,0.214285714,0.153846154,0.12
p333,0.731845505,0.765874387,-0.021133332,-0.110185854,-0.040189967,-0.061611604,-0.130289465,0,-0.179466322,-0.001135387,-0.008148515,2.18E-05,-0.174608335,-0.174938247,-0.017859735,-0.235644445,-0.385534346,-1.03E-05,-0.00275273,-0.029354285,-0.129282013,-0.203559279,-0.047586411,-0.061777983,-0.028911259,-0.070187137,-0.042269729,-0.135059625,-0.003555171,-3.36E-05,-1.15E-05,-0.000718562,-0.125886202,-0.10073223,-0.053911041,-0.000933993,-0.016541772,-0.007404644,0.000205747,-0.218458235,-0.000768476,-0.047458295,-0.000176035,-0.02556959,-0.076090842,-0.04891346,-0.061535198,-0.00032882,-0.021801753,0,-0.061062288,-0.013777354,-0.01866273,-0.000719046,-9.83E-05,-0.005462287,0,-0.020861404,-0.028197056,-0.003547125,0,-0.005269016,-0.042186946,-0.010805042,0.439393939,0.391891892,0.353658537
p334,0.910945274,0.912271973,-0.088365912,0.012983385,-0.260604411,-0.027314788,-0.000707182,0,-0.251788229,-0.000282864,-0.000518268,0,-0.129351035,-0.049606599,-0.006217245,-0.038331483,-0.399176151,0,0,-0.23321718,0,-0.126897216,-0.007713922,-0.060344808,-0.020864461,-0.000374169,-0.023614056,-1.29810226,-0.02483055,-0.008139583,-0.001712242,-0.018994467,-0.020088825,-0.156146809,-0.010216618,0.067278117,-0.00319726,0.000119378,0,-1.16212368,-0.089769281,-0.032772213,0,-1.010020018,-0.02233704,-0.000183793,-0.000481265,0,-0.648413599,0,0,-0.002270775,-0.023560001,0,-0.000414323,-0.107415989,0,0,0.030854858,-0.835538924,0,-0.046467781,-0.000788274,-0.021927709,0.6,0.6,0.6
p337,0.680017802,0.666369975,-0.033206664,-0.159774244,-0.103907339,-0.049934462,-0.217147067,0,-0.353259206,-0.029730724,-0.000902726,-0.000560152,-0.152023286,-0.316450298,-0.145314932,-0.044992443,-0.444235682,0,-0.000110677,-0.210716367,-0.216847211,-0.248863339,-0.114386246,-0.122597329,-0.034877427,-0.056947384,-0.676548123,-0.031649683,-0.230707958,-0.0313606,0,-0.000178228,-0.25310111,-0.259640962,-0.080280691,0.000261385,-0.049876742,0,0,-0.477903098,-0.037166186,-0.03669627,-0.000959731,-0.025685156,-0.136232004,-0.003666616,-0.046688966,-0.002774102,-0.034479991,-0.02780211,-0.007024459,-0.416113198,-0.163115203,3.21E-05,-0.003637411,-0.000421923,0,-8.36E-05,-0.113794021,-0.026422918,0,-0.001928488,-0.101032756,-0.141265228,0.5,0.222222222,0.142857143
p338,0.673610592,0.638155434,-0.051329713,-0.213685095,-0.270435214,-0.047887065,-0.179020166,0,-0.032657977,-0.018511852,-0.009133266,-0.000496845,-0.027816787,-0.119413808,-0.13827385,-0.110964581,-0.338763893,-6.08E-05,-0.005069649,-0.102217317,-0.016337426,-0.164339393,-0.078006923,-0.142100349,-0.025641419,-0.063928425,-0.123607449,-0.137971207,-0.10998901,-0.038500287,-2.37E-05,-0.00136094,-0.333824962,-0.068076573,-0.174227715,-0.001577891,-0.038592611,-0.111555971,0.000512899,-0.022450591,-0.002475092,-0.069871597,0,-0.076506086,-0.278014541,-0.009583749,-0.18223767,-0.000176946,-0.012915269,0,-0.140581593,-0.067518726,-0.048969343,-0.005097628,-0.006501614,-0.014686065,0,-0.005062503,-0.060958214,-0.006286073,-0.000497756,-0.003223104,-0.032926742,-0.079201326,0.391304348,0.222222222,0.155172414
p339,0.598354525,0.596692429,-0.284314036,-0.13569364,-0.000265886,-1.131783724,-0.164763346,0,-0.159656689,-0.002120972,-0.03255108,0.000722556,-0.000200922,-0.028045192,-0.224185497,-0.256954312,-0.38271749,0,8.57E-05,-0.175332233,-0.011237357,-0.079014592,-0.0005662,-0.034385525,-0.209924936,-8.79E-05,-0.137424231,-0.190331787,-0.149782628,-0.001220207,0,0,-0.3962017,-0.123912014,-0.007253669,0,0.00030933,0,0,-0.01042893,-0.026128048,-0.182750374,0,-0.45028758,-0.137209252,-0.015751418,-0.12123397,0,-0.406796992,0,-0.008422152,-0.000282135,-0.002680657,0,-1.25E-05,-0.255486935,0,0,-0.083072118,-0.014356686,0,-0.027555257,-0.020493338,-0.074076422,0.5,0.322580645,0.238095238
p343,0.745259392,0.748479428,-0.194879755,-0.163448066,-0.102795132,-0.085547507,-0.119995698,-7.32E-05,-0.408399582,-0.011166431,-0.047342181,-7.79E-05,0,-0.059106272,-0.181509584,-0.117183663,-0.422456235,-0.004020693,-0.001209275,-0.001471583,-0.00039122,-0.031317264,-0.535466909,-0.052940063,-0.003993131,-0.830461383,-0.102501288,-1.090494037,-0.003044265,3.57E-05,0,0,-0.348395526,-0.039264411,-0.088344797,0.000142345,-0.52668941,0.000151688,0.000471729,0,-0.000794134,-0.008548477,0,-0.185190812,-0.220002145,-0.001419474,-0.12144237,0,-0.051441878,0,0.003079139,-0.091514282,-0.258063287,-0.000138074,0,1.99E-05,0,0,-0.004789412,0.001915114,0,0.008926531,-0.27880311,-0.010165404,0.5,0.380952381,0.307692308
p345,0.659025546,0.672390458,-0.019127158,-0.330475986,-0.417602032,-0.082211487,-0.168384016,0,-0.223337904,-0.005437369,-0.005649508,0,-0.139992446,-0.112918563,-0.071385838,-0.268493801,-0.216340423,0,-0.012154705,-0.0227484,-0.745015681,-0.127752408,-0.190773875,-0.07588388,-0.042146198,0,-0.69827801,-0.183831334,0.000629422,-0.034604955,0,0,-0.43248564,-0.039688453,-0.157166526,-0.00024258,-0.00210657,0,0,-0.277363449,-0.00045814,-0.059736326,0,-0.002102738,-0.206124812,-0.007389531,-0.214501321,-3.01E-06,-0.001873995,0,-0.213888556,-0.000148324,-0.00355533,0,0,-0.000240697,0,0,-0.089425527,-0.004351716,0,-0.000292962,-0.028287981,-0.031485491,0.307692308,0.222222222,0.173913043
p347,0.817778198,0.823351596,-0.088049062,-0.149532706,-0.149558708,-0.055492517,-0.219702318,-0.000951681,-0.02580156,-0.005113997,-0.019122845,-0.001130992,-0.010589862,-0.073350765,-0.081803456,-0.18048963,-0.41462335,0,-0.002071058,-0.076740593,-0.015523923,-0.233596027,-0.124899223,-0.072443143,-0.003223429,-0.003111189,-0.030498659,-0.140826911,-0.061500754,-0.004211049,-0.001270586,-0.000491731,-0.08936774,-0.02582203,-0.187242165,-0.01499889,-0.029242706,-0.510815799,-0.004086721,-0.02276871,-0.057042815,-0.041089866,0,-0.055253673,-0.072598346,-0.004799346,-0.082261786,0.00039179,-0.035082843,0,-0.187355384,-0.533774674,-0.234225884,0.00017297,-0.010186757,-0.00695105,0,0,-0.04096096,-0.014747024,-0.000117127,-0.029316975,-0.024450978,-0.082120471,0.714285714,0.550458716,0.447761194
p349,0.850178891,0.872987478,-0.226246402,0.000140162,0.00025024,-1.615239859,-0.241178378,0,-0.036947314,0.000137903,0.000443428,0.000170387,0.014617379,-0.008221667,-0.117029011,-0.135027796,-0.233418837,0,-0.00343471,-0.002065089,9.53E-06,-0.000336525,0.000137203,0,0.001966823,-0.025719289,-0.001809022,-0.21996671,-0.013953142,0.00060186,0,0,-0.1394189,-1.529844761,-0.021891205,0,0,-0.033760685,-0.021700095,-0.002231103,-0.003369044,-0.009941782,0,0.007393519,-0.032766048,-0.00074393,0.033785351,0,-0.024026111,0,-0.283476532,0.000148153,0.000182517,0,0,-0.027416229,0,0,-0.012602575,-0.002423751,0,-0.038102373,-0.00021652,-0.00268091,0.666666667,0.714285714,0.769230769
p350,0.863395468,0.852156433,-0.145451948,-0.045794021,-0.388988197,-0.228570327,-0.067873076,0,-0.052438684,-0.001286004,-0.022318251,-0.00014252,-1.157598376,-0.155018032,-0.064551607,-0.247508556,-0.457195252,0,-0.002674917,-0.305918962,-0.04522375,-0.142666861,-0.225156754,-0.117451735,-0.022858471,-0.001923345,-0.05410327,-0.175533444,-0.10384015,-0.007664863,0,-2.72E-06,-0.114729285,-0.121767089,-0.060357302,-0.000355965,-0.01719277,0,-2.68E-06,-0.211307839,-0.021139631,-0.275462151,0,-0.420690179,-0.044411596,-0.086191379,-0.173084959,-1.16E-05,-0.017110163,0,-0.503258824,-0.043319974,-0.045581505,-5.80E-06,0.000153079,-0.010233993,0,-0.000111762,-0.018415544,-0.002992033,0,-0.00536665,-0.015591253,-0.022783108,0.533333333,0.31372549,0.222222222
p351,0.85026738,0.903743316,-0.310082138,0.001772265,0,0.000315111,-0.562394083,0,0,0,-0.041727018,-4.07E-05,-2.014398813,-0.287634552,-0.070453048,-0.000919222,-1.237500548,0.00028399,0,0,0,0,0,0,0,-0.112898439,0,0.000387433,-0.382290691,5.00E-05,0,0,-0.0003549,0.001511048,0,0,0,0,0,0,-0.010692773,-0.080413103,0,-0.012687058,-0.040493891,-8.62E-05,-0.018734545,0,-0.25224787,0,-0.00016203,0,0,0,0,-0.098746195,0,0,-0.027381368,-0.067909859,0,-0.000153565,-0.172721267,-0.014776494,0.25,0.285714286,0.333333333
p352,0.793333333,0.825333333,0.002706823,-0.642683327,-0.212227479,-0.393331885,-0.074389338,0,-0.056654736,0,-6.32E-05,0,-0.516626239,-0.042694226,0.001135656,-0.437374979,-0.001392156,0,5.16E-06,-0.023667812,0,-0.411522925,-0.046702381,-0.000378463,-0.126968399,-0.506653607,-0.232913837,-0.085796364,-0.000219668,2.44E-05,0,0,-0.344286054,-0.38494581,-0.005691838,-0.000462285,-0.000774274,-0.241067126,-5.00E-05,-0.823682308,-0.004485995,2.57E-05,0,-0.020622868,-0.114156939,-0.500454247,-0.422149897,0,-0.009057064,0,-0.400165647,-0.139977083,-0.000521856,0,0,0,0,0,-0.04601365,2.48E-05,0,-0.004727685,-0.000810203,-0.227039412,0,0,0
p353,0.788601645,0.794868782,-0.035412855,-0.213829562,-0.223383278,-0.114187554,-0.051288255,9.36E-07,-0.140760317,-0.083568119,-0.002096815,-0.000204753,-0.391023964,-0.240749434,-0.011549799,-0.297962546,-0.495970011,-0.000123274,-0.045142148,-0.08112184,-0.287853539,-0.432380021,-0.042740669,-0.495720983,-0.000459387,-0.00045366,-0.126186624,-0.146473721,-0.013069158,-0.007855106,-4.21E-07,-0.000322072,-0.231392846,-0.103347495,-0.12927106,-0.13466233,-0.160977259,-0.056289829,-0.177209035,-0.371194422,-0.003430869,-0.036717355,0,-0.093272425,-0.078235969,-0.016687248,-0.043754261,-0.001311838,-0.083904184,0,-0.222570568,-0.031922471,-0.16542694,-0.000470738,-0.000228309,-0.001922998,0,-0.008018912,-0.004272623,-0.002881478,-0.000190011,-0.001521165,-0.008866905,-0.01336317,0.277777778,0.181818182,0.135135135
p356,0.741569282,0.757095159,-0.091329277,-0.435667455,-0.420959622,-0.212914512,-0.063681804,0,-0.076112039,-0.039473996,-0.014802125,-0.001009046,-0.017785808,-0.150452524,-0.002653118,-0.183218375,-1.635721326,-8.92E-05,-0.000675685,-0.042602625,-0.006370151,-0.113587044,-0.3471964,-0.071058773,-0.023324987,-0.26114583,-0.123849794,-0.169031665,-0.038397346,-0.116856493,-0.000417669,-0.008442802,-0.200774431,-0.060089603,-0.060480397,-0.009805223,-0.104396768,-0.026721291,-0.022712821,-0.025238246,-0.009285595,-0.03772201,-0.016614866,-0.161905736,-0.161010012,0.000379552,-0.039049141,-9.11E-05,-0.094540879,0,-0.616627514,-0.048039105,-0.020422673,-0.000164838,0.00018849,-0.155252159,0,0,-0.034804307,-0.000963263,-0.000755322,-0.002417422,0.000179613,-0.003305409,0.25,0.1875,0.15
p357,0.621413642,0.680362911,-0.020657204,-0.087648407,-0.300827861,-0.143363804,-0.203900114,-2.64E-05,-0.322977155,-0.036428373,-0.068899341,0.000189377,-0.065652601,-0.141796142,-0.100679897,-0.368703425,-0.489479005,-2.43E-05,-0.003901688,-0.056076109,-0.069582649,-0.196274355,-0.248145878,-0.149499789,-0.526887178,-0.024633201,-0.089933708,-0.087080657,-0.029380225,-0.004961515,-0.00539807,-0.00090043,-0.096970551,-0.250220358,-0.11068888,-0.004131033,-0.108215705,-0.067648128,0.000455627,-0.044688676,-0.003293648,-0.075286783,0,-0.00561181,-0.200234577,-0.085630707,-0.109513849,0,-0.0730571,0,-0.180298224,-0.204963773,-0.025749708,0,-0.000169804,-0.016519319,0,0,-0.028543834,-0.005040019,0,-0.010711647,-0.133481175,-0.037657779,0.090909091,0.066666667,0.052631579
p358,0.764095314,0.775233629,-0.141665831,-0.087376393,-0.356215984,-0.156958103,-0.224928319,3.77E-06,-0.114957832,-0.015936892,-0.01604959,-4.29E-06,-0.093037091,-0.152131706,-0.043466244,-0.307229996,-0.59000808,0,-0.000342309,-0.043843202,-0.056502331,-0.496115208,-0.247180164,-0.053422641,2.78E-06,0,-0.123154514,-0.062314063,-0.13193278,-0.002493496,-0.000194106,6.30E-05,-0.162096605,-0.354082167,-0.203816101,-0.000727845,-0.062312271,0,-1.04E-05,-0.463721216,-0.021815766,-0.065147169,0,-0.051151682,-0.033384349,-0.090603188,-0.03214119,-1.42E-05,-0.054820538,0,-0.285299659,-0.010925663,-0.049948033,-0.000261218,3.06E-05,-0.025488991,0,-0.042216022,-0.019729668,-0.007030878,-0.025036398,-0.005580383,-0.09194503,-0.013268688,0.461538462,0.328767123,0.255319149
p360,0.437325473,0.52559727,-0.744485319,-0.285675496,-0.133208349,-0.206767514,-0.188214824,0,-0.013264477,-5.47E-05,-0.028500475,-0.004973185,-0.0344311,-0.165346637,-0.422968507,-0.197495952,-0.297498763,0,-0.00412425,-0.035619739,-0.00181251,-0.43365413,-0.035007987,-0.237482041,0.000284225,-0.002440525,-0.584460557,-0.122794054,-0.008171734,-0.126334965,-1.55E-05,0,-0.213013038,-0.292152375,-0.476042628,-9.64E-06,-0.059327323,-0.062214781,-0.000295682,-0.001361915,-0.063822374,-0.066832915,0,-0.004066581,-0.090089291,-7.46E-05,-0.124482162,0,-0.344818383,0,-0.068373695,-0.103189051,-0.012749486,0,-0.000903543,-0.016775213,0,0,-0.123571806,-0.040642746,0,-0.002243574,-0.075776659,-0.028189933,0,0,0
p361,0.646857143,0.65447619,-0.097725093,-0.006006857,-0.643566906,-0.051699884,-0.00367468,-1.75E-06,-0.024961578,-0.128475726,-0.091945775,-0.000898966,-0.009393399,-0.334322333,-0.129330143,-0.013451614,-0.168578982,-1.86E-05,-0.013812765,-0.159392014,-0.260779172,-0.160659,-0.37567842,-0.183795229,-0.000177028,-0.190951258,-0.502501965,-0.001962247,-0.17952314,0.00031641,-0.000176621,-0.000127196,-0.000385928,-0.028998649,-0.528511465,-0.001686511,-0.10869287,0,-0.020095609,-0.011094624,-0.078579612,-0.316764444,0,-0.195477292,-0.001373722,-0.000252064,-0.000883735,3.15E-06,-0.040445358,0,-0.374225527,-0.021337857,-0.242320403,-0.007356846,-0.000127625,-0.000525144,0,0,-0.151756734,-0.02082051,0,-0.03731842,-0.040150832,-0.015147225,0,0,0
p364,0.838095238,0.828571429,-0.131240681,-0.007489698,-0.520977497,-0.001445776,-0.559448838,0,-0.299611151,0.000113232,0.001016511,-0.072282113,-0.009148725,-0.844414949,-0.26773271,-0.078804366,-0.15042074,0,-0.009377277,-0.267746091,-0.001210567,0.016159816,-0.100074127,-0.001738735,-0.488078713,0,-0.112621941,-0.069409043,-0.004952285,-0.042414654,-0.004318525,-0.083435491,-0.095999204,-0.025242589,-0.754073918,-0.0826267,3.78E-05,4.25E-05,-0.053983502,-0.224210024,-0.016865529,-0.029082859,0,-0.030612567,-0.335336328,-0.076303884,-0.135379016,0,-0.046712495,0,-0.501161933,-0.001280615,-5.30E-05,-0.02331632,-0.002620644,0.001972765,0,-0.019074963,-0.116995975,-0.013767359,-0.060903244,-0.000123249,-0.024468599,-0.000385908,0.666666667,0.4,0.285714286
p366,0.875739645,0.9029334,-0.04708492,-0.196446776,-0.00978181,-0.005299287,-0.010982111,0,-0.069054067,-0.000164962,-0.000153767,-1.14E-05,-0.038853887,-0.295721173,-0.00081482,-0.787811995,-0.10049206,0,-0.001951055,-0.031706341,-1.153484583,-0.028801808,-0.0022052,-0.127867609,0,-0.045820002,-0.007300248,0.027746197,-1.22E-05,0,-0.028091764,-0.00145727,-0.039428998,-0.588170409,-0.011724102,1.94E-05,-0.013245726,-0.000386097,-0.000643502,-1.268319011,-0.063567802,7.48E-05,0,-0.008965471,-0.160173565,0,-1.122836947,0,-0.000877962,0,-0.388619512,-0.011098766,-0.000598009,6.82E-05,0,0,0,0,0,0,-0.005176631,0,-0.267147839,-0.171254396,0.5,0.380952381,0.307692308
p372,0.879194631,0.959980114,-0.142460138,-0.184458017,-0.469924182,-0.010793166,-0.167238474,0,0,-0.076687902,0.001317699,0.000217164,-0.006489214,-0.013239466,-0.021453923,-0.189849094,-0.024501832,-0.000188257,-0.010504771,-0.014615703,-0.000137177,-0.047377389,-2.80E-05,-0.019217119,5.71E-05,-0.147421464,-0.387859136,-0.188150987,-0.021703282,-0.000449647,0,0,-0.80368495,-0.462103486,-0.001509991,0,0.000124818,0,0,0.000136618,0.001746979,-0.103114441,0,-0.007607237,0.00263215,0.000175225,0.00311759,0,-0.004605544,0,0,-2.528207064,-9.76E-05,0,0,0.000150959,0,0,0.002379777,0.000144888,0,-0.052962873,-0.290984452,-0.2887097,0.571428571,0.5,0.444444444
p373,0.730341942,0.721324484,-0.10397768,-0.178205162,-0.152505159,-0.019172277,-0.185758069,2.84E-05,0.000467557,-0.000594761,-0.109050862,-0.012106683,8.31E-06,-0.061702423,-0.34859702,-0.348772168,-0.752731085,0,-0.000825997,-0.002566387,-3.50E-05,-0.358711809,-0.038073156,-0.024607576,-0.040182646,-0.025533207,-0.035568718,-0.0843767,-0.189574793,-0.019554645,0,-5.58E-06,-0.190282553,-0.318073809,-0.069593899,0,-0.017131854,0,1.10E-05,-1.21E-05,-0.128318161,-0.212188154,0,-0.262538761,-0.32577464,-0.005304115,-0.097149119,0,-0.210678011,0,0.003080832,-0.261287242,-0.010617865,0,0.000254187,-0.029491382,0,0,-0.116104104,-0.026559805,0,-0.061857067,-0.064905241,-0.096818015,0.555555556,0.425531915,0.344827586
p374,0.830016529,0.836231405,-0.241568401,-0.131614134,-0.307153672,-0.041082889,-0.136774033,-0.000954476,-0.003284968,-0.000157939,-0.008570837,0,-0.46120131,-0.149812818,-0.064988039,-0.184523031,-0.15060015,0,-0.003004145,-0.001360237,-0.062640652,-0.246354282,-0.384992927,-0.001906072,0.000297172,-0.025548983,-0.070159018,-0.178350374,-0.012169004,-0.036798581,0,0,-0.57368809,-0.328633249,-0.344898999,-0.000626979,-0.00150913,-0.05693144,0.000289001,0.000325598,-0.006712153,-0.040277302,0,-0.151783764,-0.434127092,-0.000318314,-0.592502534,0,-0.220954359,0,-0.083718702,-0.567085266,2.20E-05,0,8.62E-06,-0.030591026,0,0,-0.176546976,-0.00278576,0,-0.01459785,-0.034158651,-0.02988217,0.142857143,0.0625,0.04
p375,0.696553581,0.776521271,-0.093308009,-0.116728745,-0.850202024,-0.040845394,-0.270437509,-0.000808425,-0.060408864,-0.000207527,-0.011267546,0,-0.189570457,-0.282888681,-0.129134744,-0.0688072,-0.002367208,0,-0.001123574,-0.521122634,-0.000449575,-0.139992192,-0.159012243,-0.00774042,0,-0.035538279,-0.021593008,-0.344672173,-0.000506727,-8.18E-05,0,0,-0.095631629,-0.66403085,-0.182231277,5.84E-05,-0.001981263,-0.050132822,0,-0.393765301,-0.000226409,-0.036373969,0,-0.014059899,-0.461575568,-0.017057871,-0.492215604,0,-0.005776636,0,-0.025515368,-0.000131498,-0.226360187,0,-1.62E-05,-0.000321248,0,1.09E-05,-0.00344084,-0.005951232,0,-0.501411319,-0.535945714,-9.77E-06,0,0,0
p381,0.703125,0.691991018,-0.037951887,-0.169747263,-0.237481058,-0.129122645,-0.629886568,0,-0.153788522,-0.023813741,-0.054197736,0,-0.016449643,-0.134159103,-0.36739862,-0.132658198,-0.762948275,0,-0.03074461,-0.159250885,-0.002877787,-0.317584157,-0.088593893,-0.037235521,-0.000610475,-0.018379414,-0.014087604,-0.377468765,-0.015359952,-0.000577371,0,0,-0.297003329,-0.055155385,-0.034656916,-3.60E-05,-0.371668249,-0.000191201,0,-0.005190705,-0.002005189,-0.14260757,0,-0.270558417,-0.323945254,-0.008518364,-0.641739964,0,-0.009183009,0,-0.024035281,-0.057661764,-0.0352391,0,-1.80E-05,-0.0006109,0,-2.77E-05,-0.035589103,-0.358886003,0,-0.120444514,-0.007950479,-0.007041785,0.5,0.2,0.125
p382,0.7821426,0.81423124,0.01637589,-0.176135018,-1.00457263,-0.247661173,-0.033477928,0,-0.114612445,-0.011007796,-0.109334692,-0.001350611,-0.020220552,-0.063715331,-0.089323416,-0.057050377,-0.2673935,-0.000219133,-0.010506773,-0.131048411,-0.372290164,-0.122418404,-0.269230932,-0.099689774,0.000130498,0.088609897,-0.106652632,-0.092162676,-0.0446807,-0.010890451,-0.02294307,-0.009844322,-0.130764499,-0.033125293,-0.117630675,-0.002990903,-0.159044415,-0.02385303,-0.007517977,-0.01423666,-0.008236736,-0.106951967,0,-0.172394365,-0.05002572,-0.000318395,-0.063395448,-3.13E-05,-0.181078136,0,-0.547448814,-0.001417284,-0.004242285,-9.21E-05,0.000593185,-0.012450607,0,-0.023830827,-0.013191317,0.007383249,0,-0.007451372,-0.035312518,-0.018227622,0.424242424,0.378378378,0.341463415
p386,0.605082823,0.579532562,-0.366207093,-0.15150404,-0.018210005,-0.002226577,-0.225246012,-0.00166184,0.000165057,0,-0.022457965,-0.000441489,-5.59E-06,-0.000193639,-0.107269824,-0.233372599,-0.05159203,0.000790492,0,-1.05E-05,0,-0.000267473,4.75E-05,-0.000364318,-0.072970219,0.001785605,-0.000167644,-0.142817348,-0.214385837,-0.018166954,0,0,-0.184629917,-0.371313751,0.000456874,0,0,0,0,0,-0.025560739,-0.27317369,0,-0.239738315,-0.153208941,-0.004711983,-0.101085447,0,-0.214250803,0,-0.00058381,-0.000472958,0,0,0,-0.078753352,0,0,-0.098024257,-0.025337936,0,-0.007350454,-0.052781004,-0.020988695,0.204545455,0.165137615,0.138461538
p391,0.810920407,0.828932478,-0.04340202,-0.04856322,-0.137193024,-0.054734606,-0.220444188,0,-0.459423542,-0.008631585,-0.000490028,0.001400243,-0.822081387,-0.416149914,-0.009947896,-0.247971907,-0.853470385,0,-0.008009198,-0.119013414,-0.04490421,-0.378570378,-0.119596101,-0.030168111,-0.035371289,-0.111570083,-0.104424216,-0.215372086,-0.013721618,-0.000415889,-0.001197726,-0.053014863,-0.426073104,-0.258874238,-0.039631821,-0.000535426,-0.007247287,0,0,-0.269337922,-0.003072954,-0.094296627,0,-0.178093806,-0.057802133,-0.101932369,-0.267151445,0.000210885,-0.038126186,0,-0.168845519,-0.050442122,-0.005281005,0,0,-0.003134894,0,0,-0.023074722,-0.002214854,-8.73E-05,-0.000118132,-0.003990281,-0.026348803,0.375,0.2,0.136363636